timestamp_iso,ticksPerSec,signalsLastMinute,ordersRequestedLastMinute,ordersFilledLastMinute,errorsLastMinute
2025-08-24T05:24:15.3628921Z,1.9333333333333333,12,7,6,3
2025-08-24T05:24:17.3727249Z,1.85,11,8,7,3
2025-08-24T05:24:19.3604931Z,1.8166666666666667,11,7,7,3
2025-08-24T05:24:21.3604711Z,1.8666666666666667,11,7,7,3
2025-08-24T05:24:23.3694111Z,1.9,11,8,8,3
2025-08-24T05:24:25.3667101Z,1.85,11,7,6,3
2025-08-24T05:24:27.3634196Z,1.8,11,8,7,3
2025-08-24T05:24:29.3631597Z,1.9,12,7,7,3
2025-08-24T05:24:31.3722056Z,1.85,11,8,7,3
2025-08-24T05:24:33.3597875Z,1.85,11,7,6,3
2025-08-24T05:24:35.3594081Z,1.9,11,8,7,3
2025-08-24T05:24:37.3725643Z,1.8833333333333333,12,7,7,3
2025-08-24T05:24:39.3631864Z,1.8333333333333333,11,8,6,3
2025-08-24T05:24:41.3648600Z,1.8333333333333333,11,7,8,3
2025-08-24T05:24:43.3685835Z,1.8833333333333333,11,7,6,3
2025-08-24T05:24:45.3607383Z,1.8166666666666667,11,8,6,3
2025-08-24T05:24:47.3698384Z,1.85,11,7,7,3
2025-08-24T05:24:49.3702793Z,1.8666666666666667,11,8,7,3
2025-08-24T05:24:51.3576332Z,1.85,11,7,7,3
2025-08-24T05:24:53.3662057Z,1.8833333333333333,11,7,7,3
2025-08-24T05:24:55.3720231Z,1.8166666666666667,11,8,7,3
2025-08-24T05:24:57.3596755Z,1.9,12,7,6,3
2025-08-24T05:24:59.3617485Z,1.8166666666666667,11,8,7,3
2025-08-24T05:25:01.3723749Z,1.9166666666666667,11,7,5,3
2025-08-24T05:25:03.3699939Z,1.8666666666666667,11,8,6,3
2025-08-24T05:25:05.3719850Z,1.8666666666666667,12,7,5,3
2025-08-24T05:25:07.3659330Z,1.8333333333333333,11,8,7,3
2025-08-24T05:25:09.3624394Z,1.9,11,7,8,3
2025-08-24T05:25:11.3621003Z,1.85,11,8,6,3
2025-08-24T05:25:13.3686162Z,1.8666666666666667,11,7,7,3
2025-08-24T05:25:15.3713905Z,1.8833333333333333,12,8,6,3
2025-08-24T05:25:17.3602141Z,1.8333333333333333,11,7,7,3
2025-08-24T05:25:19.3721861Z,1.8833333333333333,11,7,6,3
2025-08-24T05:25:21.3670923Z,1.8333333333333333,11,8,8,3
2025-08-24T05:25:23.3575492Z,1.85,11,7,7,3
2025-08-24T05:25:25.3700625Z,1.85,11,8,7,3
2025-08-24T05:25:27.3593428Z,1.8166666666666667,11,7,8,3
2025-08-24T05:25:29.3598535Z,1.8833333333333333,11,7,6,3
2025-08-24T05:25:31.3641257Z,1.8,11,8,6,3
2025-08-24T05:25:33.3671987Z,1.8166666666666667,11,7,8,3
2025-08-24T05:25:35.3642342Z,1.8333333333333333,11,7,7,3
2025-08-24T05:25:37.3625536Z,1.85,11,8,7,3
2025-08-24T05:25:39.3690651Z,1.8666666666666667,11,7,7,3
2025-08-24T05:25:41.3663774Z,1.85,11,7,7,3
2025-08-24T05:25:43.3667896Z,1.85,11,8,6,3
2025-08-24T05:25:45.3696703Z,1.8833333333333333,12,7,7,3
2025-08-24T05:25:47.3605405Z,1.8,11,8,6,3
2025-08-24T05:25:49.3681445Z,1.9166666666666667,11,7,8,3
2025-08-24T05:25:51.3702990Z,1.8833333333333333,11,8,7,3
2025-08-24T05:25:53.3686338Z,1.9166666666666667,12,7,7,3
2025-08-24T05:25:55.3589590Z,1.7833333333333334,11,8,7,3
2025-08-24T05:25:57.3700706Z,1.8666666666666667,11,7,8,3
2025-08-24T05:25:59.3648545Z,1.8166666666666667,11,7,6,3
2025-08-24T05:26:01.3569612Z,1.8166666666666667,11,8,8,3
2025-08-24T05:26:03.3639128Z,1.8333333333333333,11,7,6,3
2025-08-24T05:26:05.3577204Z,1.8666666666666667,11,7,6,3
2025-08-24T05:26:07.3586288Z,1.8,11,8,8,3
2025-08-24T05:26:09.3675348Z,1.85,11,7,7,3
2025-08-24T05:26:11.3648736Z,1.85,11,7,6,3
2025-08-24T05:26:13.3664327Z,1.8166666666666667,11,8,8,3
2025-08-24T05:26:15.3636476Z,1.85,11,7,6,3
2025-08-24T05:26:17.3649234Z,1.8666666666666667,11,7,7,3
2025-08-24T05:26:19.3600461Z,1.7833333333333334,11,8,7,3
2025-08-24T05:26:21.3595787Z,1.8,10,7,6,3
2025-08-24T05:26:23.3706925Z,1.85,12,7,7,3
2025-08-24T05:26:25.3573443Z,1.85,11,8,5,3
2025-08-24T05:26:27.3730410Z,1.9,11,7,6,3
2025-08-24T05:26:29.3588124Z,1.8166666666666667,11,7,6,3
2025-08-24T05:26:31.3672289Z,1.8666666666666667,11,8,7,3
2025-08-24T05:26:33.3581172Z,1.8333333333333333,11,7,7,3
2025-08-24T05:26:35.3608693Z,1.8166666666666667,11,8,7,3
2025-08-24T05:26:37.3635624Z,1.85,11,7,6,3
2025-08-24T05:26:39.3680322Z,1.8666666666666667,11,7,6,3
2025-08-24T05:26:41.3631487Z,1.8333333333333333,11,8,8,3
2025-08-24T05:26:43.3656842Z,1.8333333333333333,11,7,7,3
2025-08-24T05:26:45.3690559Z,1.85,11,7,7,3
2025-08-24T05:26:47.3678805Z,1.7833333333333334,11,8,7,3
2025-08-24T05:26:49.3595134Z,1.9,12,7,6,3
2025-08-24T05:26:51.3660545Z,1.8666666666666667,11,8,7,3
