timestamp_iso,ticksPerSec,signalsLastMinute,ordersRequestedLastMinute,ordersFilledLastMinute,errorsLastMinute
2025-09-20T08:25:50.2505211Z,2.033333333333333,13,8,8,3
2025-09-20T08:25:52.2617046Z,2.05,12,8,8,3
2025-09-20T08:25:54.2377258Z,1.9666666666666666,12,8,8,4
2025-09-20T08:25:56.2430236Z,2.033333333333333,12,8,8,3
2025-09-20T08:25:58.2510836Z,2.033333333333333,12,8,8,3
2025-09-20T08:26:00.2611820Z,2,12,8,8,3
2025-09-20T08:26:02.2399693Z,1.9666666666666666,12,8,8,4
2025-09-20T08:26:04.2470839Z,2.0166666666666666,12,8,8,3
2025-09-20T08:26:06.2549751Z,1.9833333333333334,12,8,8,3
2025-09-20T08:26:08.2458577Z,2.0166666666666666,12,8,8,3
2025-09-20T08:26:10.2386317Z,1.9833333333333334,12,8,8,4
2025-09-20T08:26:12.2376190Z,1.9833333333333334,12,8,8,3
2025-09-20T08:26:14.2475982Z,2.0166666666666666,12,8,8,3
2025-09-20T08:26:16.2556670Z,2.0166666666666666,12,8,8,3
2025-09-20T08:26:18.2462247Z,2,12,8,8,4
2025-09-20T08:26:20.2382087Z,1.9666666666666666,12,8,8,3
2025-09-20T08:26:22.2374964Z,2.05,12,8,8,3
2025-09-20T08:26:24.2407608Z,2.033333333333333,12,8,8,3
2025-09-20T08:26:26.2393488Z,2.0166666666666666,12,8,8,4
2025-09-20T08:26:28.2512300Z,2.2666666666666666,14,9,9,3
2025-09-20T08:26:30.2484083Z,2.033333333333333,12,9,9,4
2025-09-20T08:26:32.2570108Z,2.066666666666667,13,8,8,3
2025-09-20T08:26:34.2366190Z,2.35,14,9,9,4
2025-09-20T08:26:36.2520644Z,2.066666666666667,12,9,8,3
2025-09-20T08:26:38.2389460Z,2.1333333333333333,13,8,9,4
2025-09-20T08:26:40.2442555Z,2.4,14,10,10,4
2025-09-20T08:26:42.2489575Z,2.1333333333333333,13,8,8,3
2025-09-20T08:26:44.2515688Z,2.0166666666666666,12,8,8,3
2025-09-20T08:26:46.2367003Z,2.15,13,9,9,4
2025-09-20T08:26:48.2488866Z,2.0166666666666666,12,8,8,3
2025-09-20T08:26:50.2483185Z,1.8,11,7,7,3
2025-09-20T08:26:52.2482930Z,1.8833333333333333,11,8,8,3
2025-09-20T08:26:54.2493841Z,1.7333333333333334,11,7,7,3
2025-09-20T08:26:56.2488961Z,1.8333333333333333,11,7,7,3
2025-09-20T08:26:58.2494401Z,1.7666666666666666,10,7,7,3
2025-09-20T08:27:00.2592163Z,1.9333333333333333,12,8,8,3
2025-09-20T08:27:02.2521657Z,1.9166666666666667,11,7,7,3
2025-09-20T08:27:04.2427940Z,1.9666666666666666,12,8,8,3
2025-09-20T08:27:06.2489329Z,1.7833333333333334,11,7,7,3
2025-09-20T08:27:08.2559452Z,1.8166666666666667,11,8,8,3
2025-09-20T08:27:10.2490929Z,1.8,11,7,7,3
2025-09-20T08:27:12.2497983Z,1.8833333333333333,11,7,7,3
2025-09-20T08:27:14.2487760Z,1.9,11,8,8,3
2025-09-20T08:27:16.2494258Z,1.7333333333333334,11,7,7,3
2025-09-20T08:27:18.2559860Z,1.8666666666666667,11,7,7,3
2025-09-20T08:27:20.2491107Z,1.9166666666666667,11,8,8,3
2025-09-20T08:27:22.2489001Z,1.8833333333333333,12,8,8,3
2025-09-20T08:27:24.2540583Z,1.8666666666666667,11,7,7,3
2025-09-20T08:27:26.2506090Z,1.9166666666666667,11,8,8,3
2025-09-20T08:27:28.2485799Z,1.8,11,7,7,3
2025-09-20T08:27:30.2542019Z,1.7833333333333334,11,7,7,3
2025-09-20T08:27:32.2498049Z,1.8333333333333333,11,7,7,3
2025-09-20T08:27:34.2502811Z,1.7833333333333334,11,8,7,3
2025-09-20T08:27:36.2494428Z,1.8333333333333333,11,7,8,3
2025-09-20T08:27:38.2495658Z,1.8333333333333333,11,7,7,3
2025-09-20T08:27:40.2483545Z,1.8166666666666667,10,7,7,3
2025-09-20T08:27:42.2488943Z,1.7666666666666666,11,8,8,3
2025-09-20T08:27:44.2491774Z,1.7166666666666666,10,6,6,2
2025-09-20T08:27:46.2497525Z,1.7833333333333334,11,8,8,3
2025-09-20T08:27:48.2492872Z,1.7,10,6,6,3
2025-09-20T08:27:50.2506780Z,1.7666666666666666,11,7,7,3
2025-09-20T08:27:52.2642064Z,1.8,11,8,8,3
2025-09-20T08:27:54.2609058Z,1.8666666666666667,11,7,7,3
2025-09-20T08:27:56.2400473Z,1.85,11,7,7,3
2025-09-20T08:27:58.2648802Z,1.75,10,7,7,3
2025-09-20T08:28:00.2645095Z,1.75,11,7,7,2
2025-09-20T08:28:02.2483398Z,1.8,11,8,8,3
2025-09-20T08:28:04.2499664Z,1.75,10,7,7,3
2025-09-20T08:28:06.2504606Z,1.7666666666666666,11,7,7,3
2025-09-20T08:28:08.2488490Z,1.7833333333333334,11,7,7,3
2025-09-20T08:28:10.2484470Z,1.7666666666666666,10,7,7,3
2025-09-20T08:28:12.2649588Z,1.8,11,7,7,3
2025-09-20T08:28:14.2485742Z,1.7833333333333334,11,7,7,3
2025-09-20T08:28:16.2508877Z,1.8,10,7,7,3
2025-09-20T08:28:18.2486774Z,1.8666666666666667,12,8,8,3
2025-09-20T08:28:20.2519061Z,1.8833333333333333,11,7,7,3
2025-09-20T08:28:22.2515270Z,1.9333333333333333,12,8,8,3
2025-09-20T08:28:24.2500465Z,1.9833333333333334,11,8,8,3
2025-09-20T08:28:26.2642849Z,1.9,12,8,8,3
2025-09-20T08:28:28.2506606Z,1.9833333333333334,12,8,8,3
2025-09-20T08:28:30.2496879Z,1.9166666666666667,11,7,7,3
2025-09-20T08:28:32.2486563Z,1.8333333333333333,11,8,8,3
2025-09-20T08:28:34.2527283Z,1.7833333333333334,11,7,7,3
2025-09-20T08:28:36.2482772Z,1.9666666666666666,12,8,8,3
2025-09-20T08:28:38.2499810Z,1.9,11,7,7,4
2025-09-20T08:28:40.2500617Z,1.8666666666666667,11,8,8,3
2025-09-20T08:28:42.2493282Z,1.8166666666666667,11,7,7,3
2025-09-20T08:28:44.2494680Z,1.8,11,7,7,2
2025-09-20T08:28:46.2585545Z,1.95,12,8,8,4
2025-09-20T08:28:48.2472872Z,2,12,8,8,3
2025-09-20T08:28:50.2485700Z,1.9166666666666667,11,8,8,3
2025-09-20T08:28:52.2558773Z,1.9333333333333333,12,7,7,3
2025-09-20T08:28:54.2497479Z,1.9333333333333333,11,8,8,3
2025-09-20T08:28:56.2581070Z,1.95,12,8,8,3
